"","dme-miR-1","dme-miR-2a","dme-miR-2b","dme-miR-3","dme-miR-4","dme-miR-5","dme-miR-6","dme-miR-7","dme-miR-8","dme-miR-9a","dme-miR-10-5p","dme-miR-10-3p","dme-miR-11","dme-miR-13a","dme-miR-13b","dme-miR-14","dme-miR-263a","dme-miR-184","dme-miR-274","dme-miR-275","dme-miR-92a","dme-miR-219","dme-miR-276a","dme-miR-277","dme-miR-278","dme-miR-133","dme-miR-279","dme-miR-33","dme-miR-281","dme-miR-282","dme-miR-283","dme-miR-284","dme-miR-281-2*","dme-miR-34","dme-miR-124","dme-miR-79","dme-miR-276b","dme-miR-210","dme-miR-285","dme-miR-100","dme-miR-92b","dme-miR-286","dme-miR-87","dme-miR-263b","dme-bantam","dme-miR-31b","dme-miR-304","dme-miR-305","dme-miR-9c","dme-miR-306","dme-miR-9b","dme-let-7","dme-miR-125","dme-miR-307","dme-miR-308","dme-miR-31a","dme-miR-309","dme-miR-310","dme-miR-311","dme-miR-312","dme-miR-313","dme-miR-314","dme-miR-315","dme-miR-316","dme-miR-317","dme-miR-318","dme-miR-2c","dme-miR-iab-4-5p","dme-miR-iab-4-3p","dme-miR-iab-4as-5p","dme-miR-955","dme-miR-190","dme-miR-193","dme-miR-956","dme-miR-957","dme-miR-958","dme-miR-375","dme-miR-960","dme-miR-962","dme-miR-963","dme-miR-964","dme-miR-932","dme-miR-965","dme-miR-1002","dme-miR-968","dme-miR-969","dme-miR-970","dme-miR-971","dme-miR-974","dme-miR-976","dme-miR-977","dme-miR-980","dme-miR-981","dme-miR-927","dme-miR-986","dme-miR-987","dme-miR-988","dme-miR-989","dme-miR-137","dme-miR-929","dme-miR-993","dme-miR-994","dme-miR-995","dme-miR-996","dme-miR-252","dme-miR-998","dme-miR-999","dme-miR-1000","dme-miR-1003","dme-miR-1004","dme-miR-1006","dme-miR-1007","dme-miR-1010","dme-miR-1011","dme-miR-1014","dme-miR-1017","dme-miR-12","dme-miR-184*","dme-miR-276*","dme-miR-280","dme-miR-281-1*","dme-miR-287","dme-miR-288","dme-miR-289","dme-miR-303","dme-miR-306*","dme-miR-iab-4as-3p","dme-miR-954","dme-miR-959","dme-miR-961","dme-miR-966","dme-miR-967","dme-miR-972","dme-miR-973","dme-miR-975","dme-miR-978","dme-miR-979","dme-miR-982","dme-miR-983","dme-miR-984","dme-miR-985","dme-miR-990","dme-miR-991","dme-miR-992","dme-miR-995*","dme-miR-997","dme-miR-1001","dme-miR-1005","dme-miR-1008","dme-miR-1009","dme-miR-1012","dme-miR-1013","dme-miR-1015","dme-miR-1016","dme-miR-2279*","dme-miR-2279","dme-miR-2280","dme-miR-2280*","dme-miR-2281*","dme-miR-2281","dme-miR-2282","dme-miR-2283","dme-miR-307-as*","dme-miR-307-as","dme-miR-2489","dme-miR-2490","dme-miR-2491","dme-miR-2492","dme-miR-2493*","dme-miR-2493","dme-miR-2494*","dme-miR-2494","dme-miR-2495","dme-miR-2495*","dme-miR-2496*","dme-miR-2496","dme-miR-2497*","dme-miR-2497","dme-miR-2498*","dme-miR-2498","dme-miR-2499*","dme-miR-2499","dme-miR-2500*","dme-miR-2500","dme-miR-2501","dme-miR-2501*","dme-miR-4951","dme-miR-3642","dme-miR-3643","dme-miR-3644","dme-miR-3645","dme-miR-4966","dme-miR-4968","dme-miR-4969","dme-miR-4976"
"834",NA,NA,NA,NA,"32675",NA,NA,NA,"39157","43607",NA,"36377",NA,NA,NA,NA,"40287",NA,"39527",NA,"35473",NA,NA,"35117",NA,NA,NA,NA,NA,NA,"33128",NA,NA,NA,NA,"43420",NA,NA,NA,NA,"41238",NA,NA,NA,NA,NA,NA,"34169","3885647",NA,"32897",NA,NA,NA,NA,NA,NA,"34320","5740203","42956","35002",NA,"39387","36538",NA,NA,NA,NA,NA,"35943",NA,"32328",NA,NA,NA,NA,"43127","33026","38206",NA,"31858",NA,NA,"36550",NA,NA,NA,"35074",NA,"49779",NA,NA,NA,"43277",NA,"36027",NA,NA,"59172",NA,NA,NA,NA,NA,"35536",NA,"46035","33829",NA,NA,"42037",NA,NA,"44785","36671",NA,"32548",NA,NA,"41612",NA,"42971","39858","41158","39411",NA,"40835",NA,NA,NA,NA,NA,"53425",NA,NA,NA,NA,NA,"40850",NA,"40354",NA,"33183",NA,NA,NA,NA,NA,NA,"41551",NA,"32002",NA,NA,"37197",NA,NA,"36275","42466",NA,NA,"246454",NA,NA,"38363",NA,NA,"42306",NA,NA,NA,NA,NA,NA,NA,NA,"37000","34559",NA,NA,NA,NA,NA,"44297","43326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",NA,NA,NA,NA,"48381",NA,NA,NA,"40754","2768901",NA,"40146",NA,NA,NA,NA,"39413",NA,"38897",NA,"31179",NA,NA,"43367",NA,NA,NA,NA,NA,NA,"38561",NA,NA,NA,NA,"34963",NA,NA,NA,NA,"2768686",NA,NA,NA,NA,NA,NA,"44279","40860",NA,"36411",NA,NA,NA,NA,NA,NA,"37311","246528","326252","32723",NA,"31126","34660",NA,NA,NA,NA,NA,"33498",NA,"35041",NA,NA,NA,NA,"41320","32323","36825",NA,"3772456",NA,NA,"40580",NA,NA,NA,"43151",NA,"32675",NA,NA,NA,"39865",NA,"43392",NA,NA,"38836",NA,NA,NA,NA,NA,"41491",NA,"37419","35102",NA,NA,"43154",NA,NA,"43603","45339",NA,"42192",NA,NA,"39054",NA,"31121","34826","47091","37886",NA,"37021",NA,NA,NA,NA,NA,"32748",NA,NA,NA,NA,NA,"33768",NA,"31377",NA,"31887",NA,NA,NA,NA,NA,NA,"33868",NA,"32901",NA,NA,"32288",NA,NA,"39034","39227",NA,NA,"38753",NA,NA,"45928",NA,NA,"39735",NA,NA,NA,NA,NA,NA,NA,NA,"41375","31923",NA,NA,NA,NA,NA,"317946","38558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",NA,NA,NA,NA,"43508",NA,NA,NA,"43794","41475",NA,"34517",NA,NA,NA,NA,"50070",NA,"44118",NA,"32818",NA,NA,"34310",NA,NA,NA,NA,NA,NA,"31141",NA,NA,NA,NA,"35090",NA,NA,NA,NA,"36692",NA,NA,NA,NA,NA,NA,"41536","317945",NA,"318211",NA,NA,NA,NA,NA,NA,"35473","37344","32459","42208",NA,"34495","41727",NA,NA,NA,NA,NA,"38382",NA,"39666",NA,NA,NA,NA,"5740252","32548","38895",NA,"39118",NA,NA,"40385",NA,NA,NA,"318824",NA,"39947",NA,NA,NA,"39914",NA,"33653",NA,NA,"38485",NA,NA,NA,NA,NA,"34000",NA,"31789","37949",NA,NA,"42621",NA,NA,"35774","41217",NA,"43598",NA,NA,"36073",NA,"31593","32022","37889","38194",NA,"38720",NA,NA,NA,NA,NA,"31497",NA,NA,NA,NA,NA,"33807",NA,"39725",NA,"35653",NA,NA,NA,NA,NA,NA,"41204",NA,"43718",NA,NA,"41834",NA,NA,"32873","31110",NA,NA,"41158",NA,NA,"40464",NA,NA,"36425",NA,NA,NA,NA,NA,NA,NA,NA,"42446","36560",NA,NA,NA,NA,NA,"33475","38744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",NA,NA,NA,NA,"32442",NA,NA,NA,"42971","3346235",NA,"33976",NA,NA,NA,NA,"318623",NA,"39270",NA,"5740831",NA,NA,"34611",NA,NA,NA,NA,NA,NA,"31376",NA,NA,NA,NA,"40642",NA,NA,NA,NA,"34125",NA,NA,NA,NA,NA,NA,"36635","40551",NA,"39813",NA,NA,NA,NA,NA,NA,"31179","40361","48903","3355106",NA,"40414","35362",NA,NA,NA,NA,NA,"35564",NA,"33083",NA,NA,NA,NA,"41591","42192","38718",NA,"34138",NA,NA,"37635",NA,NA,NA,"37804",NA,"32028",NA,NA,NA,"32382",NA,"35908",NA,NA,"40030",NA,NA,NA,NA,NA,"31800",NA,"36749","34042",NA,NA,"43069",NA,NA,"47272","41498",NA,"33492",NA,NA,"31722",NA,"50005","59164","38338","43916",NA,"42737",NA,NA,NA,NA,NA,"34192",NA,NA,NA,NA,NA,"37375",NA,"33495",NA,"32909",NA,NA,NA,NA,NA,NA,"39206",NA,"40331",NA,NA,"5740557",NA,NA,"44359","317913",NA,NA,"47091",NA,NA,"40048",NA,NA,"37549",NA,NA,NA,NA,NA,NA,NA,NA,"39550","31589",NA,NA,NA,NA,NA,"38801","41863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",NA,NA,NA,NA,"47878",NA,NA,NA,"32683","32612",NA,"38674",NA,NA,NA,NA,"36743",NA,"36143",NA,"41238",NA,NA,"36396",NA,NA,NA,NA,NA,NA,"40351",NA,NA,NA,NA,"40896",NA,NA,NA,NA,"35246",NA,NA,NA,NA,NA,NA,"34677","33966",NA,"4379858",NA,NA,NA,NA,NA,NA,"32818","38736","32446","42050",NA,"36529","31890",NA,NA,NA,NA,NA,"36508",NA,"317940",NA,NA,NA,NA,"36778","43598","34102",NA,"36484",NA,NA,"31168",NA,NA,NA,"43683",NA,"47878",NA,NA,NA,"41313",NA,"35247",NA,NA,"38907",NA,NA,NA,NA,NA,"33780",NA,"31144","44219",NA,NA,"35842",NA,NA,"44786","40559",NA,"39329",NA,NA,"43184",NA,"34530","37786","38294","44127",NA,"35500",NA,NA,NA,NA,NA,"34328",NA,NA,NA,NA,NA,"32037",NA,"43315",NA,"47763",NA,NA,NA,NA,NA,NA,"35422",NA,"38326",NA,NA,"38819",NA,NA,"33346","35741",NA,NA,"37889",NA,NA,"36174",NA,NA,"36250",NA,NA,NA,NA,NA,NA,NA,NA,"43330","33284",NA,NA,NA,NA,NA,"38643","33291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",NA,NA,NA,NA,"318782",NA,NA,NA,"33467","43098",NA,"326210",NA,NA,NA,NA,"34808",NA,"35881",NA,"2768686",NA,NA,"43755",NA,NA,NA,NA,NA,NA,"34131",NA,NA,NA,NA,"43314",NA,NA,NA,NA,"50289",NA,NA,NA,NA,NA,NA,"42063","42337",NA,"64872",NA,NA,NA,NA,NA,NA,"5740831","36041","5740203","42956",NA,"37239","43476",NA,NA,NA,NA,NA,"34064",NA,"34036",NA,NA,NA,NA,"40763","33492","50208",NA,"317955",NA,NA,"34225",NA,NA,NA,"42601",NA,"37956",NA,NA,NA,"34839",NA,"5740592",NA,NA,"38716",NA,NA,NA,NA,NA,"35147",NA,"32459","32382",NA,NA,"4379856",NA,NA,"36533","36477",NA,"44054",NA,NA,"43875",NA,"43697","4379860","42481","40695",NA,"39763",NA,NA,NA,NA,NA,"42638",NA,NA,NA,NA,NA,"37419",NA,"31240",NA,"36432",NA,NA,NA,NA,NA,NA,"33259",NA,"318977",NA,NA,"37528",NA,NA,"3772180","33838",NA,NA,"38338",NA,NA,"32589",NA,NA,"32682",NA,NA,NA,NA,NA,NA,NA,NA,"39325","35329",NA,NA,NA,NA,NA,"41873","35788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",NA,NA,NA,NA,"36725",NA,NA,NA,"35628","317834",NA,"32513",NA,NA,NA,NA,"34658",NA,"36712",NA,"36692",NA,NA,"35031",NA,NA,NA,NA,NA,NA,"41159",NA,NA,NA,NA,"43176",NA,NA,NA,NA,"34145",NA,NA,NA,NA,NA,NA,"41650","317849",NA,"44920",NA,NA,NA,NA,NA,NA,"41238","3772691","246528","326252",NA,"53431","33897",NA,NA,NA,NA,NA,"38424",NA,"246566",NA,NA,NA,NA,"33462","39329","40449",NA,"32241",NA,NA,"33957",NA,NA,NA,"39730",NA,"39032",NA,NA,NA,"35915",NA,"32537",NA,NA,"43061",NA,NA,NA,NA,NA,"41877",NA,"42133","33544",NA,NA,"36722",NA,NA,"38195","34431",NA,"32624",NA,NA,"45012",NA,"40616","41268","38479","33725",NA,"3355138",NA,NA,NA,NA,NA,"33759",NA,NA,NA,NA,NA,"39489",NA,"48973",NA,"41183",NA,NA,NA,NA,NA,NA,"41744",NA,"35314",NA,NA,"36826",NA,NA,"38258","246603",NA,NA,"41014",NA,NA,"43841",NA,NA,"34847",NA,NA,NA,NA,NA,NA,NA,NA,"32400","37882",NA,NA,NA,NA,NA,"39818","43794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",NA,NA,NA,NA,"38457",NA,NA,NA,"39637","37850",NA,"38332",NA,NA,NA,NA,"34964",NA,"43651",NA,"34125",NA,NA,"42889",NA,NA,NA,NA,NA,NA,"44915",NA,NA,NA,NA,"41294",NA,NA,NA,NA,"38013",NA,NA,NA,NA,NA,NA,"43916","37037",NA,"43607",NA,NA,NA,NA,NA,NA,"2768686","42212","37344","32459",NA,"38565","41661",NA,NA,NA,NA,NA,"36614",NA,"45360",NA,NA,NA,NA,"38239","44054","41849",NA,"36865",NA,NA,"33800",NA,NA,NA,"39255",NA,"33932",NA,NA,NA,"34066",NA,"42927",NA,NA,"34300",NA,NA,NA,NA,NA,"42738",NA,"40102","32778",NA,NA,"318138",NA,NA,"38249","42211",NA,"326208",NA,NA,"39536",NA,"5740574","37305","39610","36263",NA,"43473",NA,NA,NA,NA,NA,"37132",NA,NA,NA,NA,NA,"38945",NA,"45840",NA,"37263",NA,NA,NA,NA,NA,NA,"32124",NA,"38157",NA,NA,"40931",NA,NA,"42468","35567",NA,NA,"36606",NA,NA,"318259",NA,NA,"3355097",NA,NA,NA,NA,NA,NA,NA,NA,"42671","2768661",NA,NA,NA,NA,NA,"39329","38427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",NA,NA,NA,NA,"39957",NA,NA,NA,"37483","40981",NA,"42841",NA,NA,NA,NA,"46140",NA,"31854",NA,"35246",NA,NA,"3355127",NA,NA,NA,NA,NA,NA,"38909",NA,NA,NA,NA,"37467",NA,NA,NA,NA,"40026",NA,NA,NA,NA,NA,NA,"44127","38154",NA,"2768901",NA,NA,NA,NA,NA,NA,"36692","35005","40361","48903",NA,"41491","42748",NA,NA,NA,NA,NA,"42830",NA,"40565",NA,NA,NA,NA,"36092","32624","318833",NA,"37875",NA,NA,"42259",NA,NA,NA,"42954",NA,"33709",NA,NA,NA,"45976",NA,"37328",NA,NA,"34007",NA,NA,NA,NA,NA,"2768881",NA,"44027","32941",NA,NA,"31350",NA,NA,"49762","40371",NA,"33511",NA,NA,"39535",NA,"42443","31970","36171","43197",NA,"36726",NA,NA,NA,NA,NA,"42314",NA,NA,NA,NA,NA,"42586",NA,"40791",NA,"32607",NA,NA,NA,NA,NA,NA,"42477",NA,"50188",NA,NA,"35353",NA,NA,"41342","35342",NA,NA,"42481",NA,NA,"37440",NA,NA,"42596",NA,NA,NA,NA,NA,NA,NA,NA,"41698","246386",NA,NA,NA,NA,NA,"38002","40370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",NA,NA,NA,NA,"43928",NA,NA,NA,"41861","42795",NA,"44126",NA,NA,NA,NA,"37329",NA,"43282",NA,"50289",NA,NA,"34408",NA,NA,NA,NA,NA,NA,"31585",NA,NA,NA,NA,"34098",NA,NA,NA,NA,"42652",NA,NA,NA,NA,NA,NA,"33884","40353",NA,"38520",NA,NA,NA,NA,NA,NA,"34125","41939","38736","5740203",NA,"5740664","32898",NA,NA,NA,NA,NA,"35756",NA,"37191",NA,NA,NA,NA,"37941","43481","38452",NA,"33553",NA,NA,"43782",NA,NA,NA,"39747",NA,"39957",NA,NA,NA,"44128",NA,"33035",NA,NA,"30996",NA,NA,NA,NA,NA,"35618",NA,"40936","42253",NA,NA,"246556",NA,NA,"44172","39404",NA,NA,NA,NA,"38185",NA,"33427","34169","35424","40837",NA,"32072",NA,NA,NA,NA,NA,"36963",NA,NA,NA,NA,NA,"261610",NA,"34485",NA,"31539",NA,NA,NA,NA,NA,NA,"40590",NA,"3346141",NA,NA,"36372",NA,NA,"39440","3885637",NA,NA,"39610",NA,NA,"38969",NA,NA,"38385",NA,NA,NA,NA,NA,NA,NA,NA,"32337","43551",NA,NA,NA,NA,NA,"33218","32460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",NA,NA,NA,NA,"36849",NA,NA,NA,"42826","2768852",NA,"32382",NA,NA,NA,NA,"42392",NA,"43240",NA,"34145",NA,NA,"33110",NA,NA,NA,NA,NA,NA,"34468",NA,NA,NA,NA,"41805",NA,NA,NA,NA,"34123",NA,NA,NA,NA,NA,NA,"35686","35620",NA,"41475",NA,NA,NA,NA,NA,NA,"50289","38085","36041","246528",NA,"38326","35842",NA,NA,NA,NA,NA,"35991",NA,"35332",NA,NA,NA,NA,"44936","33511","35103",NA,"46456",NA,NA,"48317",NA,NA,NA,"33025",NA,"41203",NA,NA,NA,"36472",NA,"40262",NA,NA,"36595",NA,NA,NA,NA,NA,"31018",NA,"37224","39305",NA,NA,"34019",NA,NA,"43951","43466",NA,NA,NA,NA,"36705",NA,"32413","35756","39018","31856",NA,"42388",NA,NA,NA,NA,NA,"41217",NA,NA,NA,NA,NA,"3355132",NA,"32889",NA,"37012",NA,NA,NA,NA,NA,NA,"39790",NA,"43787",NA,NA,"36295",NA,NA,"32862","33600",NA,NA,"36171",NA,NA,"34847",NA,NA,"32212",NA,NA,NA,NA,NA,NA,NA,NA,"37364","40250",NA,NA,NA,NA,NA,"35034","40941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",NA,NA,NA,NA,"32920",NA,NA,NA,"40755","32050",NA,"40720",NA,NA,NA,NA,"48440",NA,"32603",NA,"38013",NA,NA,"31072",NA,NA,NA,NA,NA,NA,"37066",NA,NA,NA,NA,"41469",NA,NA,NA,NA,"33361",NA,NA,NA,NA,NA,NA,"326214","34621",NA,"3346235",NA,NA,NA,NA,NA,NA,"34145","37098","42212","37344",NA,"317894","42581",NA,NA,NA,NA,NA,"38718",NA,"37021",NA,NA,NA,NA,"40580","33007","50356",NA,"32039",NA,NA,"5740544",NA,NA,NA,"53443",NA,"38079",NA,NA,NA,"326222",NA,"39377",NA,NA,"33795",NA,NA,NA,NA,NA,"35627",NA,"40929","40745",NA,NA,"35851",NA,NA,"40213","35340",NA,NA,NA,NA,"38753",NA,"40755","36142","317908","39408",NA,"34330",NA,NA,NA,NA,NA,"34171",NA,NA,NA,NA,NA,"42462",NA,"33125",NA,"5740414",NA,NA,NA,NA,NA,NA,"48309",NA,"42455",NA,NA,"41852",NA,NA,"38788","41861",NA,NA,"35424",NA,NA,"3355097",NA,NA,"50365",NA,NA,NA,NA,NA,NA,NA,NA,"35221","32148",NA,NA,NA,NA,NA,"31647","32941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",NA,NA,NA,NA,"32914",NA,NA,NA,"37142","40763",NA,"35154",NA,NA,NA,NA,"40228",NA,"40261",NA,"40026",NA,NA,"40459",NA,NA,NA,NA,NA,NA,"53566",NA,NA,NA,NA,"40766",NA,NA,NA,NA,"36976",NA,NA,NA,NA,NA,NA,"40009","42376",NA,"32612",NA,NA,NA,NA,NA,NA,"34630","39418","35005","40361",NA,"39675","31335",NA,NA,NA,NA,NA,"40268",NA,"33770",NA,NA,NA,NA,"36634","44135","38800",NA,"31004",NA,NA,"36127",NA,NA,NA,"31747",NA,"318794",NA,NA,NA,"41877",NA,"41675",NA,NA,"3885647",NA,NA,NA,NA,NA,"31391",NA,"40361","33148",NA,NA,"37053",NA,NA,"35532","39991",NA,NA,NA,NA,"41207",NA,"37142","42734","33198","35922",NA,"31731",NA,NA,NA,NA,NA,"318662",NA,NA,NA,NA,NA,"43521",NA,"39486",NA,"39013",NA,NA,NA,NA,NA,NA,"37603",NA,"32587",NA,NA,"43765",NA,NA,"41709","42443",NA,NA,"42036",NA,NA,"42596",NA,NA,"38751",NA,NA,NA,NA,NA,NA,NA,NA,"326140","41957",NA,NA,NA,NA,NA,"32151","39860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",NA,NA,NA,NA,"47219",NA,NA,NA,"41296","42526",NA,"33544",NA,NA,NA,NA,"35084",NA,"38740",NA,"42652",NA,NA,"35176",NA,NA,NA,NA,NA,NA,"34242",NA,NA,NA,NA,"35798",NA,NA,NA,NA,"34412",NA,NA,NA,NA,NA,NA,"41718","33727",NA,"43098",NA,NA,NA,NA,NA,NA,"38013","32387","41939","38736",NA,"43563","35152",NA,NA,NA,NA,NA,"5740501",NA,"38101",NA,NA,NA,NA,"42596",NA,"30971",NA,"42325",NA,NA,"33680",NA,NA,NA,"33498",NA,"38587",NA,NA,NA,"318957",NA,"37994",NA,NA,"42062",NA,NA,NA,NA,NA,"31347",NA,"38736","31800",NA,NA,"40940",NA,NA,"47854","33131",NA,NA,NA,NA,"41158",NA,"40862","49241","2769001","44819",NA,"35261",NA,NA,NA,NA,NA,"33644",NA,NA,NA,NA,NA,"38964",NA,"40165",NA,"43522",NA,NA,NA,NA,NA,NA,"317866",NA,"32230",NA,NA,"32437",NA,NA,"32458","40461",NA,NA,"38769",NA,NA,"36793",NA,NA,"37561",NA,NA,NA,NA,NA,NA,NA,NA,"33499","34842",NA,NA,NA,NA,NA,"42717","47869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",NA,NA,NA,NA,"37537",NA,NA,NA,"32637","35072",NA,"32778",NA,NA,NA,NA,"31523",NA,"39693",NA,"34123",NA,NA,"50428",NA,NA,NA,NA,NA,NA,"5740515",NA,NA,NA,NA,"8674049",NA,NA,NA,NA,"41390",NA,NA,NA,NA,NA,NA,"42867","37468",NA,"44260",NA,NA,NA,NA,NA,NA,"40026","39965","38085","36041",NA,"39167","50466",NA,NA,NA,NA,NA,"38937",NA,"53567",NA,NA,NA,NA,"36270",NA,"35522",NA,"53557",NA,NA,"31293",NA,NA,NA,"2768665",NA,"39445",NA,NA,NA,"35727",NA,"41885",NA,NA,"42032",NA,NA,NA,NA,NA,"31187",NA,"42089","35147",NA,NA,"38477",NA,NA,"32990","35097",NA,NA,NA,NA,"47091",NA,"33066","261617","252671","42381",NA,"33477",NA,NA,NA,NA,NA,"37221",NA,NA,NA,NA,NA,"42133",NA,"38193",NA,"41286",NA,NA,NA,NA,NA,NA,"42671",NA,"35065",NA,NA,"38560",NA,NA,"44355","49228",NA,NA,"39018",NA,NA,"38385",NA,NA,"43087",NA,NA,NA,NA,NA,NA,NA,NA,"38218","31691",NA,NA,NA,NA,NA,"38961","44359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",NA,NA,NA,NA,"44254",NA,NA,NA,"39909","42838",NA,"44096",NA,NA,NA,NA,"41630",NA,"39043",NA,"33361",NA,NA,"40632",NA,NA,NA,NA,NA,NA,"34333",NA,NA,NA,NA,"33808",NA,NA,NA,NA,"35049",NA,NA,NA,NA,NA,NA,"326124","38024",NA,"246538",NA,NA,NA,NA,NA,NA,"42652","41089","37098","42212",NA,"42460","36905",NA,NA,NA,NA,NA,"30971",NA,"35500",NA,NA,NA,NA,"34370",NA,"45785",NA,"33967",NA,NA,"32963",NA,NA,NA,"41168",NA,"43288",NA,NA,NA,"37786",NA,"45815",NA,NA,"117369",NA,NA,NA,NA,NA,"42850",NA,"3772691","36403",NA,NA,"42452",NA,NA,"5740377","37299",NA,NA,NA,NA,"59149",NA,"41997","38873","38752","43715",NA,"40920",NA,NA,NA,NA,NA,"37368",NA,NA,NA,NA,NA,"42188",NA,"33108",NA,"40665",NA,NA,NA,NA,NA,NA,"41273",NA,"41852",NA,NA,"38985",NA,NA,"39742","41296",NA,NA,"32209",NA,NA,"37542",NA,NA,"34268",NA,NA,NA,NA,NA,NA,NA,NA,"42736","32825",NA,NA,NA,NA,NA,"37230","45039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",NA,NA,NA,NA,"37573",NA,NA,NA,"39653","34398",NA,"37230",NA,NA,NA,NA,"43594",NA,"40935",NA,"36976",NA,NA,"38818",NA,NA,NA,NA,NA,NA,"35949",NA,NA,NA,NA,"246608",NA,NA,NA,NA,"37798",NA,NA,NA,NA,NA,NA,"32153","42325",NA,"317834",NA,NA,NA,NA,NA,NA,"34123","38494","39418","35005",NA,"317823","34701",NA,NA,NA,NA,NA,"47873",NA,"41305",NA,NA,NA,NA,"31964",NA,"2768714",NA,"37000",NA,NA,"31208",NA,NA,NA,"318857",NA,"3772670",NA,NA,NA,"36328",NA,"32947",NA,NA,"39241",NA,NA,NA,NA,NA,"33263",NA,"36703","31591",NA,NA,"36046",NA,NA,"40605","39002",NA,NA,NA,NA,"37889",NA,"34604","40848","43039","43034",NA,"2768948",NA,NA,NA,NA,NA,"39455",NA,NA,NA,NA,NA,"42925",NA,"41985",NA,"36268",NA,NA,NA,NA,NA,NA,"35987",NA,"35380",NA,NA,"39765",NA,NA,"37818","37220",NA,NA,"317908",NA,NA,"43087",NA,NA,"35168",NA,NA,NA,NA,NA,NA,NA,NA,"37940","34447",NA,NA,NA,NA,NA,"35523","42550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",NA,NA,NA,NA,"39360",NA,NA,NA,"38828","36634",NA,"32144",NA,NA,NA,NA,"40231",NA,"42026",NA,"34412",NA,NA,"32771",NA,NA,NA,NA,NA,NA,"318990",NA,NA,NA,NA,"31110",NA,NA,NA,NA,"42150",NA,NA,NA,NA,NA,NA,"5740769","33221",NA,"37850",NA,NA,NA,NA,NA,NA,"33361","41179","32387","41939",NA,"48805","42548",NA,NA,NA,NA,NA,"39983",NA,"3354977",NA,NA,NA,NA,"39651",NA,"36436",NA,"34292",NA,NA,"32932",NA,NA,NA,"42885",NA,"39374",NA,NA,NA,"33670",NA,"36698",NA,NA,"318911",NA,NA,NA,NA,NA,"37522",NA,"42695","42787",NA,NA,"38859",NA,NA,"31954","31174",NA,NA,NA,NA,"50253",NA,"38532","39304","33210","49297",NA,"48311",NA,NA,NA,NA,NA,"33131",NA,NA,NA,NA,NA,"37126",NA,"35193",NA,"35238",NA,NA,NA,NA,NA,NA,"2769000",NA,"36713",NA,NA,"32419",NA,NA,"34886","39430",NA,NA,"33198",NA,NA,"34268",NA,NA,"37999",NA,NA,NA,NA,NA,NA,NA,NA,"40841","33657",NA,NA,NA,NA,NA,"38511","3772180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",NA,NA,NA,NA,"35731",NA,NA,NA,"261618","41945",NA,"38711",NA,NA,NA,NA,"32073",NA,"42065",NA,"41390",NA,NA,"38220",NA,NA,NA,NA,NA,NA,"42735",NA,NA,NA,NA,"40652",NA,NA,NA,NA,"3772109",NA,NA,NA,NA,NA,NA,"39989","39206",NA,"42795",NA,NA,NA,NA,NA,NA,"36976","34320","39965","38085",NA,"43842","38477",NA,NA,NA,NA,NA,"39956",NA,"37723",NA,NA,NA,NA,"35419",NA,"3355079",NA,"32999",NA,NA,"318966",NA,NA,NA,"35563",NA,"35731",NA,NA,NA,"33981",NA,"41938",NA,NA,"34997",NA,NA,NA,NA,NA,"44786",NA,"34711","36361",NA,NA,"34009",NA,NA,"34060","43750",NA,NA,NA,NA,"36606",NA,"50147","43029","33418","38938",NA,"35177",NA,NA,NA,NA,NA,"5740235",NA,NA,NA,NA,NA,"35184",NA,"35130",NA,"40424",NA,NA,NA,NA,NA,NA,"34181",NA,"35702",NA,NA,"42445",NA,NA,"36290","31207",NA,NA,"42664",NA,NA,"40649",NA,NA,"38561",NA,NA,NA,NA,NA,NA,NA,NA,"34110","36736",NA,NA,NA,NA,NA,"37277","42369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
